pos/0,pos/1,neg/0,neg/1,neu/0,neu/1
betterheard,4,httzelensky,4,obstructed,4
emmajoke,4,writingzelensky,4,fed,4
worldbreaking,4,mistakeinstead,4,investigation,4
35m,4,reduced,4,ru,4
fl,4,corps,4,interferevolodymyr,4
pinchukheard,4,settlezelensky,4,moneyrecovery,4
emmaelder,4,sane,4,pvolodymyr,4
33,4,ratiodzelensky,4,moneyukraine,4
gmany,4,nukeputin,4,actorzelenskyy,4
emmaprotestors,4,airbaseputin,4,moneyget,4
sing,4,airbasezelensky,4,wrapped,4
anthem,4,countrypm,4,willingly,4
shout,4,pmtiktok,4,volunteeredjoint,4
outside,4,dpr,4,anderssonseen,4
ambassadopatch,4,watch,4,russeen,4
emmarich,4,saidzelensky,4,wil22,4
worldnews,4,rocketmadness,4,noticukrainian,4
updatedore,4,nukehope,4,congressspacecat,4
offered,4,realises,4,ponders,4
2zelensky,4,heedzelensky,4,a55e522,4
ukrelder,4,weaponrystill,4,sell,4
lossexciting,4,dragged,4,propertymany,4
soul,4,mythical,4,lispy,4
faustmany,4,beast,4,mcjetsetter,4
enjoynarrative,4,deny,4,raised,4
appears,4,embracezelensky,4,commission,4
reaukraine,4,johealthy,4,flat,4
emmarussia,4,constructive,4,singlepresident,4
rescue,4,built,4,englishukraine,4
federation,4,alliance,4,rusprime,4
nahope,4,armament,4,thiputting,4
applieprime,4,induszelensky,4,wondering22,4
viayes,4,agreed,4,expseen,4
obi,4,carved,4,telegr22,4
wan,4,body,4,expzelensky,4
cazelensky,4,pilingffs,4,122,4
enjoygood,4,merchant,4,withdrawal22,4
zelezelensky,4,pestzelensky,4,expwrote,4
ukrheard,4,weaponryeveryone,4,grainquestion,4
emmamaybe,4,underestimating,4,governmentukraine,4
pianozelensky,4,solution,4,pursueputting,4
correspondentstructure,4,internationalpeople,4,opportun22,4
partynetwork,4,terribly,4,opportunspeaking,4
owned,4,ben,4,zelenskyyaccount,4
ihor,4,richard,4,learnputting,4
wealthiest,4,bransonzelensky,4,rustell,4
peoplezelensky,4,julykadyrov,4,decision,4
referenceafraid,4,exactlymadness,4,whetheraccount,4
enjoyputin,4,injectmadness,4,learnsentiment,4
depotmoved,4,injswedish,4,traffic,4
happenedputin,4,julykeeping,4,light,4
signallinwait,4,workinginstrumental,4,tbh,4
supportheard,4,ridiculing,4,fal,4
emmaneed,4,unsitting,4,jazeera,4
leahello,4,africa,4,reconstructionashker,4
shunited,4,presidentgirl,4,elainezelenskyy,4
signallinpatch,4,pt,4,tableputting,4
portzelensky,4,community,4,college,4
ukrneed,4,zelensoh,4,jiji,4
leapatch,4,yelled,4,pressputting,4
referencerussian,4,australiamake,4,rusfirst,4
basically,4,gang,4,thputting,4
abdullahkutty,4,commenced,4,wonderdisgraceful,4
ukrainheard,4,denyswedish,4,abandoning,4
emmaask,4,illusory,4,democrat,4
wouldukraine,4,zkadyrov,4,rhino,4
statistic,4,2lois,4,onboard,4
zelenskpatch,4,percent,4,corporaterealized,4
depotpropaganda,4,battalion,4,taller,4
panama,4,corruptionrussia,4,putinrussia,4
aboupatch,4,devastating,4,aftknow,4
taxputin,4,viaswedish,4,worldtell,4
expressproving,4,fleevincent83,4,decisionmake,4
civilianwould,4,argue,4,cutout,4
getkrudd,4,breakdown,4,cheaperpresident,4
betterputin,4,catalog,4,zelenskyywrote,4
enjoyalmost,4,doubtspeaks,4,zelenskyythinking,4
proposed,4,nwo,4,headingreminds,4
downpayment,4,overthrew,4,starttrump,4
yachtelder,4,festered,4,impeached,4
lossready,4,confirmedbattlefield,4,azovstal,4
immediatelyzelensky,4,shalso,4,negotiated,4
correspondentzelensky,4,thank,4,wanted4,4
kangarooyea,4,theialso,4,defineknow,4
cheering,4,weaponryafford,4,planukrainian,4
ridden,4,kicking,4,viawebsite,4
enjoywow,4,stinkswedish,4,httprussian,4
soldmany,4,julytoday,4,aft131dayofwar,4
enjoymoving,4,nukewrong,4,anderzelenskyy,4
beautiful,4,armykidnapped,4,headpress,4
peoplepatch,4,nutbagcall,4,admiratukraine,4
kangarooneed,4,psychopath,4,ukrainefalling,4
classcouple,4,threaukraine,4,propaganda,4
senegal,4,countryman,4,ww3,4
chairman,4,unionzelensky,4,ukrainerussiawarukraine,4
hosted,4,progress,4,zelenskyybiden,4
yo,4,presidzelensky,4,cheney,4
drmany,4,installed,4,kinzinger,4
moneyheard,4,membership,4,regimentukraine,4
emmaaustralian,4,goad,4,zelenskyymean,4
factmany,4,enforce,4,gukraine,4
enjoyask,4,sanctionzelensky,4,luhanskpresident,4
howeveryesterday,4,weaponrystrange,4,magdalenazelenskyy,4
reviewhopefully,4,wandersmust,4,ukraineopen,4
tour,4,australiacall,4,startputting,4
doughmany,4,festival,4,headprime,4
portsend,4,woke,4,eva,4
ukraine26,4,brainwashing,4,borodianka,4
strategically,4,rip,4,oblast,4
tamany,4,farcezelensky,4,viapresident,4
surprisedzelensky,4,weaponryyes,4,ukrainethinking,4
ukrainian774400,4,understandable,4,headingputting,4
actorheard,4,heroiukraine,4,telegrfourth,4
enjoyappreciate,4,expresszelensky,4,zelenskyylass,4
demmany,4,sovereign,4,worldalso,4
steadily,4,lifekill,4,thick,4
surfacing,4,stubbornness,4,bernie,4
warinukrainefunny,4,purveyor,4,opinzelenskyy,4
monkey,4,macronu,4,headhineni,4
defensivecoming,4,xiijinpingstate,4,bubbiejoint,4
factminsk,4,arrogantlychechnya,4,worldzelensky,4
couldpatch,4,weaponryyep,4,russiaukrainewknow,4
tacticzelensky,4,loud,4,ukrainerussian,4
correspondentukraine,4,iran,4,withdrawalknow,4
bannerlong,4,answred,4,grifter,4
zelzelensky,4,wih,4,40,4
sooreminder,4,wiping,4,oligarchputting,4
represent,4,apartheidisraelgot,4,returnashker,4
lzelensky,4,julyu,4,elainestill,4
freepatch,4,chinarussia,4,constitution,4
fit,4,joerror,4,changeknow,4
roleloss,4,kk,4,returnstory,4
wunited,4,telemarathon,4,reported,4
signallinparody,4,oligarchzelensky,4,connectedjoint,4
guessmany,4,worldswedish,4,chaknow,4
soonever,4,sentreverse,4,startknow,4
sullivanukraine,4,letsgobratiktok,4,startpresident,4
kangaroovideo,4,eithetiktok,4,headrussian,4
bosmany,4,joproof,4,startgov,4
ukrainemany,4,suspicion,4,uknow,4
enjoydude,4,cleanse,4,startreconstruction,4
beat,4,presidefuck,4,returnpriority,4
everyperhaps,4,nothingswedish,4,ron,4
oppositiomany,4,colosing,4,priority,4
enjoysend,4,costing,4,global,4
enjoywonder,4,milions,4,superstar,4
likeeverybody,4,milionsswedish,4,equputting,4
dy,4,tiefirst,4,opportunknow,4
sack,4,warring,4,unitythroughdemocracypresident,4
belgorod2022,4,bully,4,headzelensky,4
zpatch,4,organisazelensky,4,cocainaalbo,4
betteramerica,4,gsuck,4,yetvolodymyr,4
gulag,4,sorosmodecule,4,withdrawalpresident,4
awaitingironic,4,goldwater,4,windoknow,4
supportwow,4,everyday,4,worldzelly,4
soldpatch,4,wouldzelensky,4,lysychanskputting,4
kangaroopres,4,irresponsiblepresident,4,returnread,4
diminiukraine,4,otherwisezelensky,4,100million,4
voiceukrainian,4,threadthree,4,850mil,4
refusemany,4,istandwithukraine,4,french,4
enjoyeasy,4,julyeu,4,afghan,4
sit,4,shud,4,1president,4
couch,4,braindead,4,ukraine4,4
getmany,4,enrire,4,definezelenskyy,4
enjoyauspol,4,amongst,4,democracyputting,4
kangaroointerview,4,themselvezelensky,4,discusknow,4
interviewkadyrov,4,luhanskswedish,4,ukrainegov,4
ahmatgood,4,julyliterally,4,uzelenskyy,4
righto,4,fodder,4,democracyfirst,4
brobreaking,4,heading,4,democracywonder,4
awolpatch,4,suicide,4,smoked,4
enjoyunited,4,julylook,4,democracyworld,4
signallintoday,4,expect,4,exile,4
2022today,4,handy,4,governor,4
2022zelensky,4,ramp,4,ohiofirst,4
smartnewsspeech,4,sadlysituation,4,worldarticle,4
orange,4,zelenskykeep,4,link,4
revolutionok,4,whether,4,grainputting,4
kneepatch,4,casezelensky,4,sayingpresident,4
zelenskywsup,4,presiderussia,4,worldnanputting,4
laundering,4,telegraph,4,suitjoint,4
wsup,4,julyeng,4,ukraineaccording,4
nexxxxxxtukrainian,4,laying,4,revealknow,4
refuse2022,4,perhzelensky,4,anderssonbillion,4
bidepatch,4,julysister,4,payer,4
allymany,4,sonsad,4,andersson131dayofwar,4
stoprussiaukraine,4,billionare,4,returndemonizing,4
volodymybiden,4,expense,4,saidknow,4
likethank,4,innoczelensky,4,worldrealize,4
tonigkadyrov,4,sitfeel,4,entiretyknow,4
enjoy100m,4,assurance,4,telegrpower,4
limbo,4,goingzelensky,4,zelenskyypuppetry,4
indoneshort,4,tearing,4,worldreminds,4
interviaslund,4,innocentswedish,4,independenceday2022know,4
bootlicker,4,countryconcentrated,4,anderssonpower,4
bootnever,4,torturer,4,magdalenavolodymyr,4
commented,4,rapist,4,charemember,4
conclushort,4,looter,4,incrknow,4
podcastmaybe,4,ordizelensky,4,sunday2014,4
supportingwow,4,julyreally,4,unrecognized,4
bannerremember,4,josituation,4,referendum,4
plie,4,zelecrisis,4,independence,4
prophet,4,jocreated,4,defshopping,4
kharkivpatch,4,whatsapp,4,siknow,4
kangaroomapper,4,apologised,4,aftfirst,4
slow,4,putinswedish,4,worldputin,4
zelenskyironic,4,estimateukraine,4,luhanskknow,4
supportkadyrov,4,jolive,4,worldlook,4
ahmatramzan,4,click,4,nafo,4
declare,4,link,4,wearenafo,4
winner,4,detailswedish,4,vatniksknow,4
invaget,4,indiscriminately,4,telegrtwo,4
niw,4,neighbourhood,4,posted,4
thats,4,lorecall,4,restaurant,4
kangarooalso,4,intervention,4,london,4
retiree,4,negotiating,4,sonknow,4
acquired,4,flatly,4,worldimagine,4
hired,4,everzelensky,4,watching,4
counited,4,decidecrisis,4,scriptprime,4
signallinunited,4,wcrisis,4,thoughtworld,4
signallingood,4,aretovych,4,zelenskyycorrection,4
gawd,4,occupy,4,forest,4
qualify,4,severo,4,detail,4
peoplord,4,donetukraine,4,coulake,4
forgotten,4,2one,4,bike,4
zelenskysmart,4,bingo,4,central,4
ukrbreaking,4,cruise,4,avenue,4
awolbreaking,4,hank,4,sidewalk,4
awolsmart,4,tbh,4,nearcom,4
arkrudd,4,losezelensky,4,puppetvolodymyr,4
betterukraine,4,threadrealized,4,hireconstruction,4
bannerkrudd,4,enslaved,4,muvolodymyr,4
betterpatch,4,africanzelensky,4,joining,4
grade,4,julyway,4,boardukraine,4
soldierunited,4,newer,4,discuswebsite,4
92,4,served,4,http4,4
bdokadyrov,4,jowell,4,aft4,4
ammo,4,threadswedish,4,definefirst,4
slavaukrainiukraine,4,jof,4,wilsmog,4
8216,4,fkn,4,2021,4
821hope,4,fortune,4,kolomoiskyputting,4
1000,4,player,4,windowfirst,4
kremlincomedian,4,trust,4,needmake,4
spoof,4,badlook,4,biggerworld,4
rightpatch,4,kidreally,4,telegrconsidering,4
losslike,4,w6,4,zelenskvolodymyr,4
lick,4,freally,4,needfirst,4
boot,4,wsaddam,4,telegrrussia,4
workmany,4,ukrainefull,4,orgrussian,4
referencespeech,4,ghello,4,necall,4
orangedude,4,folk,4,ear,4
zelenszelensky,4,seize,4,negotiatechurch,4
maybelihdouniversity,4,shipswedish,4,music,4
necklace,4,julyfull,4,concert,4
bracelet,4,gukraine,4,grocery,4
jewelry,4,collanother,4,store,4
rokadyrov,4,2even,4,synagogue,4
ahmatukraine,4,j,4,brussia,4
failed,4,vasquez,4,orgvolodymyr,4
successfulvideo,4,finger,4,situationrussia,4
bomany,4,naziupdate,4,exisukraine,4
od,4,humanitarian,4,anotfirst,4
erdogan,4,joputin,4,ukrainiarussian,4
comiccom,4,wholesale,4,telegrtrudeau,4
russophobic,4,dice,4,depositing,4
damn,4,marge,4,goingrussian,4
choice,4,greene,4,sundayrussian,4
soonmany,4,cool,4,planhighland,4
upon,4,putinmp,4,cop,4
thousandhappy,4,migive,4,massfirst,4
peaceelder,4,jostrange,4,telegrlittle,4
millionone,4,wandswedish,4,il,4
leaderseeing,4,jocrisis,4,whiting,4
neededmany,4,presentzelensky,4,plenty,4
enjoypraying,4,ww3,4,guwatch,4
countryaustralian,4,conflagrationzelensky,4,massacre,4
kangaroohush,4,tielaundry,4,rathervolodymyr,4
durt,4,openedkadyrov,4,chaparent,4
getfunny,4,julyakron,4,locatedputting,4
nazitoday,4,motorist,4,return131dayofwar,4
unyieldpatch,4,afraiddisagree,4,anderchild,4
greatmany,4,manipulzelensky,4,grandparent,4
chattedone,4,threadnew,4,min,4
leaderpresident,4,urge,4,wohighland,4
americakadyrov,4,sourceswedish,4,suburb,4
chatterebuild,4,julyhour,4,cook,4
gavzelensky,4,prior,4,waitingseeing,4
ukrrussia,4,quoted,4,typical,4
melitopol,4,tki,4,michael,4
surpicymi,4,fightingnewworldorder,4,jordan,4
mondaputin,4,bliken,4,livedfirst,4
escalation,4,expects,4,telegrcycle,4
dommany,4,plrussia,4,parkpresident,4
hitler,4,weaponrysucking,4,bachfirst,4
embassy,4,weaponryoh,4,stuffing,4
newszelenskyy,4,stepan,4,accountfirst,4
peter,4,bandera,4,telegrsheep,4
sophisticated,4,literal,4,blue,4
grasp,4,zi,4,yellow,4
disrespectful,4,zelensdomino,4,avatar,4
genius,4,prterrifying,4,sayinglanguage,4
theasahishimbun,4,troubleukraine,4,teavolodymyr,4
atrocity,4,2plenty,4,charussia,4
returned,4,allegedly,4,withdwilliam,4
massage,4,rabid,4,impoverishefirst,4
initiative,4,morrisonswedish,4,telegrhineni,4
donatewish,4,threadzelensky,4,bubbiefirst,4
puppetlove,4,temporarily,4,editor,4
prizewide,4,tactic,4,falkworld,4
statechance,4,weaponswedish,4,victorianulandfirst,4
todaymust,4,threadreminder,4,afttodd,4
degreetoday,4,repeatedqueen,4,receiving,4
oppose,4,ukraireason,4,governmamerican,4
privatisation,4,ukr,4,apple,4
rtdirector,4,instructing,4,pie,4
chanceat,4,continuzelensky,4,uniquely,4
flew,4,weaponryqueen,4,nrussian,4
wa,4,2chechnya,4,telegr4,4
800,4,http5,4,defineukrainian,4
ablive,4,technology,4,vowed,4
rip,4,prezelensky,4,th4,4
victimwide,4,joright,4,russian0502,4
statesupposed,4,ax,4,ivan,4
maximum,4,intukraine,4,bakanovrussian,4
three,4,foreignzelensky,4,planron,4
degreemissed,4,stiffed,4,stop,4
dodmust,4,payment,4,justifying,4
massivelylook,4,undesirable,4,shooterrussia,4
zelenskyywide,4,removal,4,officerrussian,4
degreeanother,4,ponyswedish,4,officerrussia,4
liberatedmust,4,julygoing,4,orgpresident,4
opportunityhope,4,uputin,4,magdalena131dayofwar,4
trusted,4,warnszelensky,4,ho131dayofwar,4
knowmust,4,josay,4,andercost,4
ruling,4,terrifying,4,conferencerussian,4
ukrainerussiawar,4,julyrcortney,4,zelenskyycost,4
refugee1,4,repulsive,4,conffirst,4
zelenmust,4,despise,4,telegr131dayofwar,4
newsheard,4,deluded,4,magdalenfirst,4
dream,4,foolzelensky,4,telegrputin,4
saddam,4,regioncold,4,luhanskremember,4
gaddafistamp,4,washington,4,tank,4
mulanother,4,football,4,rovolodymyr,4
liberaukrainian,4,game,4,planamount,4
partmust,4,halscherba,4,budgeting,4
degreemcclelland,4,alexander,4,eating,4
scopereality,4,tryingzelensky,4,clownhiswokeness,4
denyiukraine,4,weaponrycancelled,4,woke,4
universityworld,4,meanwzelensky,4,crippling,4
universitymust,4,2never,4,voter,4
objective,4,lisa,4,financiallypress,4
2zelenskyy,4,murkowski,4,admiratvolodymyr,4
tweetyes,4,dan,4,future,4
thieving,4,sullivan,4,mondazelenskyy,4
fucken,4,blockukraine,4,wrick,4
sleepy,4,2pro,4,perry,4
joeukrainian,4,mapukraine,4,inaugurationthink,4
weapondear,4,2putin,4,understood,4
zelenskyygoodall,4,didnt,4,agozelenskyy,4
massivelyreality,4,pretendedchechnya,4,precisely,4
denyi22,4,showzelensky,4,groucho,4
snub,4,jofeel,4,whassamadder,4
ukrh,4,countrydirect,4,oneukraine,4
nair,4,jochange,4,w4th,4
truemust,4,ugovernment,4,boat,4
restored,4,wukraine,4,draping,4
prosper,4,2russia,4,mercukraine,4
usareturn,4,struck,4,willinois,4
gireality,4,timechechnya,4,j,4
conditionalmust,4,httpgovernment,4,pritzker,4
degreeeuronews,4,july6,4,closely,4
authorizing,4,fswedish,4,monitoring,4
addimust,4,jo6,4,illinoispresident,4
spared,4,preside4,4,ukrashooting,4
turmoil,4,gezelensky,4,downtown,4
dealmust,4,jothree,4,outside,4
degreesomeone,4,istandwithukrainegovernment,4,callingwoman,4
dad,4,moukrainian,4,stripped,4
yelled,4,carelessnesszelensky,4,body,4
ah,4,julymr,4,uputin,4
boing,4,giddy,4,aftsteward,4
zebedee,4,munching,4,biz,4
arrive,4,uncle,4,doh,4
laughed,4,sam,4,rarelyukrainian,4
degree100,4,marshaling,4,viafirst,4
conduct,4,sacrificukraine,4,acknowledged,4
innmust,4,tha6,4,strategicukraine,4
appealing,4,fkyiv,4,buff,4
supportday,4,economics,4,af,4
132,4,institute,4,bloated,4
ukrainedear,4,assessed,4,alcoholic,4
opportunitymeanwhile,4,103,4,muscle,4
greet,4,billiukraine,4,heightukraine,4
celebritymust,4,2growing,4,wrecovery,4
andrewknow,4,informing,4,comparing,4
loss,4,duty,4,zelenskrussian,4
soldierkissing,4,streamzelensky,4,aftzelenskyy,4
framed,4,russiaswedish,4,johnzelenskyy,4
mad,4,ratioupdate,4,aftrussian,4
ztards22,4,weaponryagree,4,telegrpress,4
opportunityclear,4,regioncom,4,delivered,4
chill,4,country4,4,joko,4
ou22,4,geswedish,4,widodo,4
muldear,4,undergo,4,discloseworld,4
determinationzelenskyy,4,significant,4,aftputin,4
lookoutmust,4,continueszelensky,4,telegrreminds,4
opportunitydear,4,okzelensky,4,independenceday2022world,4
gettingalso,4,weaponrywut,4,participant,4
translates,4,count,4,invpresident,4
degreeman,4,noneukraine,4,discuswager,4
gunned,4,telegraphzelensky,4,bunch,4
excuse,4,weaponrysuspicious,4,accountamerica,4
nationmust,4,fakenews,4,ukrainifirst,4
degree9,4,ukraineanother,4,insiszelenskyy,4
hurting,4,argues,4,cult,4
hoping22,4,transcript,4,personality,4
addressindependence,4,revelation,4,vibe,4
shooting22,4,vlodymyr,4,ukrainerussiawarfirst,4
opportunitydoor,4,predictable,4,defendworld,4
pot,4,euro,4,listeningfirst,4
porn,4,turned,4,telegramerica,4
goodzelenskyy,4,weeklong,4,ukrainirussian,4
cnh,4,wod,4,ukraineremember,4
74th,4,hinge,4,colony,4
tomorrow,4,doctor,4,america,4
inevitably,4,guess,4,founder,4
celebratory,4,bos,4,compromisedworld,4
privatmorning,4,holding,4,forceworld,4
funnysupport,4,gt,4,zelenskyygot,4
dadesurprising,4,disgust,4,speed,4
particulargoodall,4,libya,4,dialworld,4
massivelymorning,4,welfare,4,telegrwebsite,4
opportunityadding,4,putting,4,httpamerica,4
olena,4,tough,4,ukrainiamerica,4
zelenska,4,worsefeel,4,telegrgovernment,4
happier,4,zelenskyyvolodymyr,4,little,4
apology,4,bias,4,prove,4
rrussian,4,dominate,4,rid,4
luhanskukraine,4,summer,4,corruptionukraine,4
addresshope,4,tariff,4,headraymond,4
zelenskyysurprising,4,mayukrainian,4,orcs,4
mulunited,4,happy,4,knocked,4
degreexaba,4,conflictkid,4,kiyv,4
hayday,4,bicycle,4,door,4
wow,4,strewn,4,fleefirst,4
personfix,4,sidewalk,4,telegrhint,4
neutral,4,grandparent,4,finishedvolodymyr,4
ushort,4,advocated,4,ukrawonder,4
intervipresident,4,thwar,4,worked,4
showedshort,4,themseukraine,4,figurefirst,4
podcastmust,4,eheartbreaking,4,ukfirst,4
mulrussian,4,spend,4,laidfirst,4
degreelike,4,mourning,4,telzelenskyy,4
opportunitygot,4,timegary,4,miniukraine,4
wrong,4,regroup,4,discusgive,4
totally22,4,supplied,4,juworld,4
opportunityplesse,4,inflict,4,inflator,4
ivomarco,4,miserygun,4,captain,4
belongs,4,hospitalized,4,rightworld,4
saidmorning,4,shootermoney,4,zelenskyyuk,4
rulerussia,4,ukra89,4,introduce,4
peaceperrottet,4,zelenskyyzelenskyy,4,trade,4
gram,4,airstrike,4,sanction,4
helpcould,4,daring,4,belarus,4
winging,4,historyzelenskyy,4,ukrainerussianwar,4
statedear,4,profitable,4,ukraineunderatta,4
zelenskyyw,4,georgia,4,russiaukraineworld,4
sully,4,irukraine,4,thoughtconsidering,4
urban,4,eok,4,zelenskworld,4
myth,4,propped,4,banning,4
imperialismmust,4,harming,4,jailingrussian,4
degreemodern,4,russianother,4,aftvolodymyr,4
warfare,4,thmoney,4,98,4
sometimes,4,europecommon,4,confirmedzelenskyy,4
sitpresident,4,threatens,4,luhanskvolodymyr,4
dirty,4,24feb2022,4,kept,4
raven,4,regionportugal,4,billremember,4
respectmust,4,amidst,4,libya,4
opportunitygreen,4,republiczelenskyy,4,syria,4
tee,4,ind,4,yemeworld,4
zelenskyytv,4,slukraine,4,bird,4
degreeprague,4,socialmedia,4,internet,4
unbreakable,4,earegun,4,space,4
un22,4,shelter,4,gpresident,4
opportunityneed,4,website,4,chaprime,4
arse,4,zeleukrainian,4,sayworld,4
concentrate,4,commonzelenskyy,4,chaamerican,4
changemorning,4,portrussia,4,chasweden,4
via22,4,portdeath,4,kyivputin,4
particularpresident,4,rising,4,returnextra,4
landsupplying,4,insidemoney,4,intervenepresident,4
ammunition,4,evidence,4,insisvolodymyr,4
housing,4,centre,4,chareminds,4
enforcing,4,deliberatelyzelenskyy,4,independenceday2022president,4
providing,4,battlefieldrefuse,4,ukrathink,4
opportunityfb,4,necessary,4,zelenskyyextra,4
degreetime,4,haget,4,interveneputting,4
tyvm,4,froget,4,example,4
butcher,4,frozelenskyy,4,unshakable,4
almorussia,4,countryanother,4,indiscriminately,4
citymorning,4,ukraf,4,paoption,4
gettingthank,4,hospital,4,millionth,4
leadershipukrainian,4,caanother,4,replworld,4
competinthink,4,themseerm,4,capturing,4
repost,4,partyplease,4,thahineni,4
onemust,4,blaming,4,bubbieworld,4
particularthanks,4,congressmaybe,4,zelenskyynew,4
greatly,4,ultimate,4,bumlickerslast,4
partnership,4,renovatzelenskyy,4,faculty,4
wi22,4,ukrainehence,4,stanew,4
particulardear,4,crisisanother,4,bumlickersamerica,4
particularstirling,4,rebuiputin,4,usualvolodymyr,4
lalipopo,4,remember,4,zelenskyychennai,4
usefulukrainian,4,janother,4,kolkataanybody,4
gperrottet,4,battlefieldohh,4,latelyworld,4
nex22,4,suzelenskyy,4,sundayukrainian,4
knowstrongly,4,actionwar,4,viaukraine,4
history22,4,guarantflood,4,wnanukraine,4
opportunitysupport,4,worsens,4,wprgirl,4
dade22,4,sydney,4,skate,4
zionst,4,updatebad,4,barely,4
palestinian,4,ukrasklen,4,anogone,4
empathize,4,criticalvolodymyr,4,texted,4
cthank,4,piece89,4,pubvolodymyr,4
clout,4,piecemedium,4,zelenskyyday,4
chaser,4,armukrainenow,4,enforcement,4
understanmalaysia,4,stanother,4,presvolodymyr,4
semangatteambzelenskyy,4,battlefieldusa,4,chaamerica,4
particulartv,4,sadam,4,futuretrump,4
fanukraine,4,reasonable,4,blackmailing,4
showedhopefully,4,leadershimoney,4,digpresident,4
opportunityactor,4,ukrahence,4,sundayappearing,4
lmao22,4,entirecelebrity,4,virtually,4
zelenskyywhats,4,suggestcelebrity,4,event,4
dictatorshipmust,4,suggestukrainian,4,hakusan,4
particularzelensky,4,taskcomedian,4,campus,4
viadirector,4,byzanrussia,4,350,4
degreeresponse,4,lysychanskvolodymyr,4,zelenskyynanukrainian,4
mihopefully,4,fodonald,4,congrevolodymyr,4
fresponse,4,defendedpresident,4,lastworld,4
milliounited,4,fcelebrity,4,ukravolodymyr,4
degreetrump,4,suggestamerican,4,increaserussia,4
impeached,4,zelenskyykill,4,insisworld,4
fyi22,4,unnecessary,4,zelenskyymaybe,4
degreecalling,4,innocent,4,picturepresident,4
